Title,Year,Summary,"Short Summary",Genres,"IMDB ID",Runtime,"YouTube Trailer",Rating,"Movie Poster",Director,Writers,Cast
"2048: Nowhere to Run",2017,"Gentle Sapper, a replicant, unleashes his true power when he sees his loved ones in trouble.","Gentle Sapper, a replicant, unleashes his true power when he sees his loved ones in trouble.",Action|Sci-Fi,tt7387408,5,9TOx_7H2PXQ,6.9,https://hydramovies.com/wp-content/uploads/2018/04/2048-Nowhere-to-Run-Movie-Poster.jpg,"Luke Scott","Hampton Fancher","Dave Bautista|Gerard Miller"
"A Taxi Driver",2017,"May 1980. A Seoul taxi driver named Man-seob (SONG Kang-ho) comes across an offer too good to be true. If he drives a foreign passenger from Seoul down to Gwangju and back again before the curfew, he'll be paid the unthinkable sum of 100,000 won - enough to cover several months of unpaid rent. Without stopping to ask the details, he picks up the German reporter Peter (Thomas Kretschmann) and sets off along the highway. Although stopped by police roadblocks at the edge of Gwangju, Man-seob is desperate to earn his taxi fare, and eventually manages to find a way into the city. There they encounter students and ordinary citizens taking part in large-scale demonstrations against the government. Man-seob, alarmed by the danger in the air, pleads with Peter to go quickly back to Seoul. But Peter ignores him, and with the help of a university student Jae-sik (RYU Jun-yeol) and a Gwangju taxi driver named HWANG (YOO Hai-jin), begins shooting with his news camera. As time passes the situation ...","A widowed father and taxi driver who drives a German reporter from Seoul to Gwangju to cover the 1980 uprising, soon finds himself regretting his decision after being caught in the violence around him.",Action|Drama|History,tt6878038,137,bB7z4Xn5oNA,7.9,https://hydramovies.com/wp-content/uploads/2018/04/A-Taxi-Driver-Movie-Poster.jpg,"Hun Jang","Yu-na Eom","Hae-jin Yoo|Kang-ho Song|Thomas Kretschmann"
"Midnight Runners",2017,"Hwang Ki Joon, Mr Action, and Kang Hee Yeol, Mr Bookworm, are two best friends but contradictory students at Korean National Police University. They accidentally witness a kidnapping and decide to work together to track it down.","Two friends who are students at Korean National Police University, find themselves in an endless race against time after they witness a kidnapping and decide to use their knowledge.",Action|Comedy|Crime,tt7056732,109,cyVk51ksx4o,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Midnight-Runners-Movie-Poster.jpg,"Joo-hwan Kim","Joo-hwan Kim","Ha-Neul Kang|Ha-seon Park|Seo-Joon Park"
"2036: Nexus Dawn",2017,"Niander Wallace demonstrates the merits of a new type of Nexus to the LAPD.","Niander Wallace demonstrates the merits of a new type of Nexus to the LAPD.",Sci-Fi,tt7326248,6,eERvAOWK6R4,7,https://hydramovies.com/wp-content/uploads/2018/04/2036-Nexus-Dawn-Movie-Poster.jpg,"Luke Scott","Brian A. Alexander","Benedict Wong|Jared Leto"
"Lucknow Central",2017,"The story is set in the backdrop of a jail, with music at its core. Walls might muffle them but cages only reverberate them louder. Situated deep in the heartland of India, within the by-lanes of Lucknow is story of a man who had something to say. Or should we say sing.","When an innocent man aspiring to be a musician is framed for committing a murder, he decides to form a music band with his co-prisoners for a competition, but his real intention seems to be different.",Action|Crime|Drama|Music|Thriller,tt5697870,133,KAQvmBSzHlI,6.1,https://hydramovies.com/wp-content/uploads/2018/04/Lucknow-Central-Movie-Poster.jpg,"Ranjit Tiwari","Aseem Arora","Diana Penty|Farhan Akhtar"
"Bright Lights: Starring Carrie Fisher and Debbie Reynolds",2016,"Carrie Fisher and Debbie Reynolds star in a tender portrait of Hollywood royalty in all its eccentricity. From the red carpet to the back alleys behind it, the documentary is about the bonds of family love, which are beautifully bitter-sweet.","An intimate portrait of actress Debbie Reynolds and her relationship with her beloved children, Carrie Fisher and Todd Fisher.",Documentary,tt5651050,95,K97Rthh-qmk,8,https://hydramovies.com/wp-content/uploads/2018/04/Bright-Lights-Starring-Carrie-Fisher-and-Debbie-Reynolds-Movie-Poster.jpg,"Alexis Bloom","Debbie Reynolds","Todd Fisher"
"The Happiest Day in the Life of Olli Mäki",2016,"The true story of Olli Mäki, the famous Finnish boxer who had a shot at the 1962 World Featherweight title. Immensely talented and equally modest, Olli's small town life is transformed when he is swept into national stardom and suddenly regarded as a symbol of his country. There's only one problem: Olli has just fallen in love. Inside of the ring, it's Finland vs. the USA, but outside, boxing and romance become unlikely adversaries vying for Olli's attention. This charming feature debut from Juho Kuosmanen was awarded the Un Certain Regard Prize at the Cannes Film Festival.","The true story of Olli Mäki, the famous Finnish boxer who had a shot at the 1962 World Featherweight title.",Biography|Drama|Romance|Sport,tt4771932,92,jxBGb-YY5Vs,7.2,https://hydramovies.com/wp-content/uploads/2018/04/The-Happiest-Day-in-the-Life-of-Olli-Mäki-Movie-Poster.jpg,"Juho Kuosmanen","Juho Kuosmanen","Eero Milonoff|Jarkko Lahti|Oona Airola"
"Chris Rock: Tamborine",2018,"Chris Rock takes the stage in Brooklyn for a comedy special filled with searing observations on fatherhood, infidelity and American politics.","Chris Rock takes the stage in Brooklyn for a comedy special filled with searing observations on fatherhood, infidelity and American politics.",Comedy,tt8005338,64,Iz46th3HSMU,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Chris-Rock-Tamborine-Movie-Poster.jpg,"Bo Burnham","Chris Rock","Chris Rock"
"The Red Turtle",2016,"Surrounded by the immense and furious ocean, a shipwrecked mariner battles all alone for his life with the relentless towering waves. Right on the brink of his demise, the man set adrift by the raging tempest washes ashore on a small and deserted tropical island of sandy beaches, timid animal inhabitants and a slender but graceful swaying bamboo forest. Alone, famished, yet, determined to break free from his Eden-like prison, after foraging for food and fresh water and encouraged by the dense forest, the stranded sailor builds a raft and sets off to the wide sea, however, an indistinguishable adversary prevents him from escaping. Each day, the exhausted man never giving up hope will attempt to make a new, more improved raft, but the sea is vast with wonderful and mysterious creatures and the island's only red turtle won't let the weary survivor escape that easily. Is this the heartless enemy?","A man is shipwrecked on a deserted island and encounters a red turtle, which changes his life.",Animation|Fantasy,tt3666024,80,Sw7BggqBpTk,7.5,https://hydramovies.com/wp-content/uploads/2018/04/The-Red-Turtle-Movie-Poster.jpg,"Michael Dudok de Wit","Michael Dudok de Wit","Emmanuel Garijo|Tom Hudson"
"Tragedy Girls",2017,"A twist on the slasher genre, following two death-obsessed teenage girls who use their online show about real-life tragedies to send their small mid-western town into a frenzy, and cement their legacy as modern horror legends.","A twist on the slasher genre, following two death-obsessed teenage girls who use their online show about real-life tragedies to send their small mid-western town into a frenzy, and cement their legacy as modern horror legends.",Comedy|Horror,tt3859272,98,8_APkCw-Dx8,6,https://hydramovies.com/wp-content/uploads/2018/04/Tragedy-Girls-Movie-Poster.jpg,"Tyler MacIntyre","Chris Lee Hill","Alexandra Shipp|Brianna Hildebrand"
Columbus,2017,"A Korean-born man finds himself stuck in Columbus, Indiana, where his architect father is in a coma. The man meets a young woman who wants to stay in Columbus with her mother, a recovering addict, instead of pursuing her own dreams.","A Korean-born man finds himself stuck in Columbus, Indiana, where his architect father is in a coma. The man meets a young woman who wants to stay in Columbus with her mother, a recovering addict, instead of pursuing her own dreams.",Drama,tt5990474,0,r3dcnV6Z9Zs,7.3,https://hydramovies.com/wp-content/uploads/2018/04/Columbus-Movie-Poster.jpg,Kogonada,Kogonada,"Haley Lu Richardson|John Cho|Parker Posey"
"Call Me by Your Name",2017,"CALL ME BY YOUR NAME, the new film by Luca Guadagnino, is a sensual and transcendent tale of first love, based on the acclaimed novel by André Aciman. It's the summer of 1983 in the north of Italy, and Elio Perlman (Timothée Chalamet), a precocious 17-year-old young man, spends his days in his family's 17th century villa transcribing and playing classical music, reading, and flirting with his friend Marzia (Esther Garrel). Elio enjoys a close relationship with his father (Michael Stuhlbarg), an eminent professor specializing in Greco-Roman culture, and his mother Annella (Amira Casar), a translator, who favor him with the fruits of high culture in a setting that overflows with natural delights. While Elio's sophistication and intellectual gifts suggest he is already a fully-fledged adult, there is much that yet remains innocent and unformed about him, particularly about matters of the heart. One day, Oliver (Armie Hammer), a 24-year-old American college graduate student working on his...","In 1980s Italy, a romance blossoms between a seventeen year-old student and the older man hired as his father's research assistant.",Drama|Romance,tt5726616,132,5rgO_TyyOoU,8,https://hydramovies.com/wp-content/uploads/2018/04/Call-Me-by-Your-Name-Movie-Poster.jpg,"Luca Guadagnino","James Ivory","Armie Hammer|Michael Stuhlbarg|Timothée Chalamet"
Mountain,2017,"An experience about the highest peaks around the world.","An experience about the highest peaks around the world.",Documentary,tt6203570,0,lxtWMOAHoiI,7.3,https://hydramovies.com/wp-content/uploads/2018/04/Mountain-Movie-Poster.jpg,"Jennifer Peedom","Robert Macfarlane","Willem Dafoe"
"Your Name",2016,"Mitsuha is the daughter of the mayor of a small mountain town. She's a straightforward high school girl who lives with her sister and her grandmother and has no qualms about letting it be known that she's uninterested in Shinto rituals or helping her father's electoral campaign. Instead she dreams of leaving the boring town and trying her luck in Tokyo. Taki is a high school boy in Tokyo who works part-time in an Italian restaurant and aspires to become an architect or an artist. Every night he has a strange dream where he becomes...a high school girl in a small mountain town.","Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?",Animation|Drama|Fantasy|Romance,tt5311514,106,VgixlvX28-g,8.4,https://hydramovies.com/wp-content/uploads/2018/04/Your-Name-Movie-Poster.jpg,"Makoto Shinkai","Makoto Shinkai","Mone Kamishiraishi|Ryûnosuke Kamiki"
"Dawson City: Frozen Time",2016,"Dawson City: Frozen Time, pieces together the bizarre true history of a collection of some 500 films dating from 1910s - 1920s, which were lost for over 50 years until being discovered buried in a sub-arctic swimming pool deep in the Yukon Territory, in Dawson City, located about 350 miles south of the Arctic Circle. Using these permafrost protected, rare silent films and newsreels, archival footage, interviews and historical photographs to tell the story, and accompanied by an enigmatic score by Sigur Rós collaborator and composer Alex Somers (Captain Fantastic), Dawson City: Frozen Time depicts a unique history of a Canadian gold rush town by chronicling the life cycle of a singular film collection through its exile, burial, rediscovery, and salvation - and through that collection, how a First Nation hunting camp was transformed and displaced.","The history of Dawson City, the gold rush town that had a historical treasure of forgotten silent films buried in permafrost for decades until 1978.",Documentary|History,tt5215486,120,oEbHM8Vsvlo,7.6,https://hydramovies.com/wp-content/uploads/2018/04/Dawson-City-Frozen-Time-Movie-Poster.jpg,"Bill Morrison","Bill Morrison","Kathy Jones-Gates|Michael Gates|Sam Kula"
"Good Time",2017,"Motivated by an almost ferocious love for his intellectually disabled brother, Nick, and an explosive mix of desperation and thirst for a better life, the abrasive and fledgeling criminal, Connie, involves his sibling in an ill-conceived bank robbery that swears to be a quick and easy job. Instead, things go utterly wrong, and Nick will wind up in Rikers Island after one unanticipated complication, forcing the desperate but determined Connie to embark on a nightmarish, no-holds-barred quest to bail Nick out. Inevitably, over the course of a long and violent night, Connie will go to great lengths to save Nick from a cruel fate, doomed, however, to do more harm than good. Is it all heading somewhere?","After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through the city's underworld in an increasingly desperate-and dangerous-attempt to get his brother Nick out of jail.",Crime|Drama|Thriller,tt4846232,101,nrR-SbCRgCU,7.3,https://hydramovies.com/wp-content/uploads/2018/04/Good-Time-Movie-Poster.jpg,"Benny Safdie","Ronald Bronstein","Benny Safdie|Jennifer Jason Leigh|Robert Pattinson"
Menashe,2017,"Menashe, a widower, lives and works within the Hasidic community of Borough Park, Brooklyn. Since his wife passed away a year before, he has been trying hard to regain custody of his nine-year-old son, Rieven. But the rabbi (and all the community behind him) will not hear of it unless he re-marries, which Menashe does not want, his first marriage having been very unhappy. Father and son get on well together, but can Menashe take care of Rieven properly? Not really for all his goodwill as he holds down a low-paid job as a grocery clerk that consumes too much of his efforts and energy. Always late, always in a hurry, he endeavors to improve himself though. But will his efforts be enough to convince the rabbi that he can be a good father without a wife at home?","Within Brooklyn's ultra-orthodox Jewish community, a widower battles for custody of his son. A tender drama performed entirely in Yiddish, the film intimately explores the nature of faith and the price of parenthood.",Drama,tt6333086,82,83UoZcdX__Y,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Menashe-Movie-Poster.jpg,"Joshua Z Weinstein","Alex Lipschultz","Menashe Lustig|Yoel Falkowitz"
Newness,2017,"In contemporary Los Angeles, two millennials navigating a social media-driven hookup culture begin a relationship that pushes both emotional and physical boundaries.","In contemporary Los Angeles, two millennials navigating a social media-driven hookup culture begin a relationship that pushes both emotional and physical boundaries.",Drama|Romance,tt6408226,112,EtBhKTuPjEk,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Newness-Movie-Poster.jpg,"Drake Doremus","Ben York Jones","Danny Huston|Laia Costa|Nicholas Hoult"
Kedi,2016,"In the city of Istanbul, there are more than just human inhabitants. There are also the stray domestic cats of the city who live free but have complicated relationships with the people themselves. This film follows a selection of individual cats as they live their own lives in Istanbul with their own distinctive personalities. However, with this vibrant population, is the reality of an ancient metropolis changing with the times that may have less of a place for them.","A profile of an ancient city and its unique people, seen through the eyes of the most mysterious and beloved animal humans have ever known, the Cat.",Documentary,tt4420704,79,lKq7UqplcL8,7.7,https://hydramovies.com/wp-content/uploads/2018/04/Kedi-Movie-Poster.jpg,"Ceyda Torun",Bengu,Duman
"Three Billboards Outside Ebbing, Missouri",2017,"THREE BILLBOARDS OUTSIDE EBBING, MISSOURI is a darkly comic drama from Academy Award nominee Martin McDonagh (In Bruges). After months have passed without a culprit in her daughter's murder case, Mildred Hayes (Academy Award winner Frances McDormand) makes a bold move, painting three signs leading into her town with a controversial message directed at William Willoughby (Academy Award nominee Woody Harrelson), the town's revered chief of police. When his second-in-command Officer Dixon (Academy Award winner Sam Rockwell), an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.","A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.",Crime|Drama,tt5027774,115,Jit3YhGx5pU,8.2,https://hydramovies.com/wp-content/uploads/2018/04/Three-Billboards-Outside-Ebbing-Missouri-Movie-Poster.jpg,"Martin McDonagh","Martin McDonagh","Frances McDormand|Sam Rockwell|Woody Harrelson"
"Jagga Jasoos",2017,"Join Jagga, a gifted teenage detective, who along with a female companion, is on a quest to find his missing father.","Join Jagga, a gifted teenage detective, who along with a female companion, is on a quest to find his missing father.",Action|Adventure|Comedy|Musical|Mystery,tt4129428,161,YheC-4Qgoro,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Jagga-Jasoos-Movie-Poster.jpg,"Anurag Basu","Anurag Basu","Katrina Kaif|Ranbir Kapoor"
Mudbound,2017,"In the aftermath of WWII, somewhere in the muddy Mississippi Delta, two families--one black, the Jacksons, and the other white, the McAllans--are forced to share the same patch of land, keeping a frail race-based peace with each other. However, as they both struggle with hardship and dire poverty, the long-awaited return of two war veterans--Ronsel, the Jacksons' eldest son, and Jamie, Henry McAllan's younger brother--will unexpectedly nurture a budding friendship that transcends prejudice and race. But, in the end, against a backdrop of fevered Mississippi sunsets and vitriolic racism, life can be hard when the law of the land is still segregation and hatred. And then, no one can be safe.","Two men return home from World War II to work on a farm in rural Mississippi, where they struggle to deal with racism and adjusting to life after war.",Drama|War,tt2396589,134,xucHiOAa8Rs,7.5,https://hydramovies.com/wp-content/uploads/2018/04/Mudbound-Movie-Poster.jpg,"Dee Rees","Virgil Williams","Carey Mulligan|Jonathan Banks"
"Final Portrait",2017,"In 1964, while on a short trip to Paris, the American writer and art-lover James Lord (Armie Hammer) is asked by his friend, the world-renowned artist Alberto Giacometti (Geoffrey Rush), to sit for a portrait. The process, Giacometti assures Lord, will take only a few days. Flattered and intrigued, Lord agrees. So begins not only the story of an offbeat friendship, but, seen through the eyes of Lord, an insight into the beauty, frustration, profundity and, at times, downright chaos of the artistic process. FINAL PORTRAIT is a portrait of a genius, and of a friendship between two men who are utterly different, yet increasingly bonded through a single, ever-evolving act of creativity. It is a film which shines a light on the artistic process itself, by turns exhilarating, exasperating and bewildering, questioning whether the gift of a great artist is a blessing or a curse.","The story of Swiss painter and sculptor Alberto Giacometti.",Biography|Comedy|Drama,tt4494718,90,PWkS1gO3aNI,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Final-Portrait-Movie-Poster.jpg,"Stanley Tucci","James Lord","Armie Hammer|Geoffrey Rush|Tony Shalhoub"
"My Life as a Zucchini",2016,"Courgette (Zucchini) is an intriguing nickname for a 9-year-old boy. Although his unique story is surprisingly universal. After his mother's disappearance, Courgette is befriended by a police officer Raymond, who accompanies him to his new foster home filled with other orphans his age. At first he struggles to find his place in this strange, at times, hostile environment. Yet with Raymond's help and his new-found friends, Courgette eventually learns to trust and might find true love.","After losing his mother, a young boy is sent to a foster home with other orphans his age where he begins to learn the meaning of trust and true love.",Animation|Comedy|Drama,tt2321405,66,3nRwYWVxjRU,7.8,https://hydramovies.com/wp-content/uploads/2018/04/My-Life-as-a-Zucchini-Movie-Poster.jpg,"Claude Barras","Gilles Paris","Gaspard Schlatter|Sixtine Murat"
"The Salesman",2016,"Forced to leave their collapsing house, Ranaa and Emad, an Iranian couple who happen to be performers rehearsing for Arthur Miller's ""Death of a Salesman"" rent a new apartment from one of their fellow performers. Unaware of the fact that the previous tenant had been a woman of ill repute having many clients, they settle down. By a nasty turn of events one of the clients pays a visit to the apartment one night while Ranaa is alone at home taking a bath and the aftermath turns the peaceful life of the couple upside down.","While both participating in a production of &quot;Death of a Salesman,&quot; a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.",Drama|Thriller,tt5186714,124,r-61yYjKHHc,7.8,https://hydramovies.com/wp-content/uploads/2018/04/The-Salesman-Movie-Poster.jpg,"Asghar Farhadi","Asghar Farhadi","Babak Karimi|Shahab Hosseini|Taraneh Alidoosti"
"I Am Not Your Negro",2016,"In 1979, James Baldwin wrote a letter to his literary agent describing his next project, ""Remember This House."" The book was to be a revolutionary, personal account of the lives and assassinations of three of his close friends: Medgar Evers, Malcolm X and Martin Luther King, Jr. At the time of Baldwin's death in 1987, he left behind only 30 completed pages of this manuscript. Filmmaker Raoul Peck envisions the book James Baldwin never finished.","Writer James Baldwin tells the story of race in modern America with his unfinished novel, Remember This House.",Documentary,tt5804038,93,rNUYdgIyaPM,7.8,https://hydramovies.com/wp-content/uploads/2018/04/I-Am-Not-Your-Negro-Movie-Poster.jpg,"Raoul Peck","James Baldwin","James Baldwin|Martin Luther King|Samuel L. Jackson"
"Lady Bird",2017,"Christine ""Lady Bird"" MacPherson is a high school senior from the ""wrong side of the tracks."" She longs for adventure, sophistication, and opportunity, but finds none of that in her Sacramento Catholic high school. LADY BIRD follows the title character's senior year in high school, including her first romance, her participation in the school play, and most importantly, her applying for college.","In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.",Comedy|Drama,tt4925292,94,cNi_HC839Wo,7.5,https://hydramovies.com/wp-content/uploads/2018/04/Lady-Bird-Movie-Poster.jpg,"Greta Gerwig","Greta Gerwig","Laurie Metcalf|Saoirse Ronan|Tracy Letts"
Polina,2016,"SPOILER: A young girl from a modest Russian family studies classical ballet. After many difficulties, she succeeds as a young woman to enter the prestigious Bolchoi. However she turns to modern dance, then improvisation, then choreography. The movie includes beautiful dances from acclaimed choreographer Angelin Preljocaj.","A young girl studies classical ballet. As a young woman she turns to modern dance and choreography.",Drama,tt4383288,108,ngo754ypNiU,6.7,https://hydramovies.com/wp-content/uploads/2018/04/Polina-Movie-Poster.jpg,"Valérie Müller","Valérie Müller","Anastasia Shevtsova|Juliette Binoche|Veronika Zhovnytska"
"Blood of My Blood",2015,"Two haunting Italian tales from different centuries in the convent prison of Bobbio, caught somewhere between past and present: a young 17th century priest falls under the spell of a bewitching nun and a modern-day tax investigator tries to push a mysterious old man out of hiding.","Balancing between the past and the present, the darkness and the light, within the musky stone walls of Santa Chiara's 17th-century convent prison in Bobbio, a sinful Sister and a cultivated night owl Count are somehow linked together.",Drama|History,tt2922590,106,kS-RqI3ws_Y,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Blood-of-My-Blood-Movie-Poster.jpg,"Marco Bellocchio","Marco Bellocchio","Alba Rohrwacher|Pier Giorgio Bellocchio|Roberto Herlitzka"
"I Am Not a Witch",2017,"Following a banal incident in her local village, 8-year old girl Shula is accused of witchcraft. After a short trial she is found guilty, taken into state custody and exiled to a witch camp in the middle of a desert. At the camp she takes part in an initiation ceremony where she is shown the rules surrounding her new life as a witch. Like the other residents, Shula is tied to a ribbon which is attached to a coil that perches in a large tree. She is told that should she ever cut the ribbon, she'll be cursed and transformed into a goat.","Following a banal incident in her local village, 8-year old girl Shula is accused of witchcraft. After a short trial she is found guilty, taken into state custody and exiled to a witch camp...",Drama,tt6213284,93,telx5Pfe2-I,6.7,https://hydramovies.com/wp-content/uploads/2018/04/I-Am-Not-a-Witch-Movie-Poster.jpg,"Rungano Nyoni","Rungano Nyoni","Benfors 'Wee Do|Boyd Banda|Kalundu Banda"
"Sophie and the Rising Sun",2016,"Set in the autumn of 1941 in Salty Creek, a fishing village in South Carolina, the film tells the dramatic story of interracial lovers swept up in the tides of history. As World War II rages in Europe a wounded stranger, Mr. Ohta, appears in the town under mysterious circumstances. Sophie, a native of Salty Creek, quickly becomes transfixed by Mr. Ohta and a friendship born of their mutual love of art blossoms into a delicate and forbidden courtship. As their secret relationship evolves the war escalates tragically. When Pearl Harbor is bombed, a surge of misguided patriotism, bigotry and violence sweeps through the town, threatening Mr. Ohta's life. A trio of women, each with her own secrets - Sophie, along with the town matriarch and her housekeeper - rejects law and propriety, risking their lives with their actions.","Autumn of 1941 in Salty Creek, a fishing village in South Carolina, two interracial lovers are swept up in the tides of history.",Drama,tt4532818,105,E5nSoWkT8Hs,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Sophie-and-the-Rising-Sun-Movie-Poster.jpg,"Maggie Greenwald","Maggie Greenwald","Julianne Nicholson|Margo Martindale|Takashi Yamaguchi"
"Justice League",2017,"Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy. Together, Batman and Wonder Woman work quickly to find and recruit a team of metahumans to stand against this newly awakened threat. But despite the formation of this unprecedented league of heroes-Batman, Wonder Woman, Aquaman, Cyborg and The Flash-it may already be too late to save the planet from an assault of catastrophic proportions.","Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy.",Action|Adventure|Fantasy|Sci-Fi,tt0974015,120,r9-DM9uBtVI,6.7,https://hydramovies.com/wp-content/uploads/2018/04/Justice-League-Movie-Poster.jpg,"Zack Snyder","Jerry Siegel","Ben Affleck|Gal Gadot"
"Contemporary Color",2016,"In the summer of 2015, legendary musician David Byrne staged an event at Brooklyn's Barclays Center to celebrate the art of Color Guard: synchronized dance routines involving flags, rifles, and sabers. Recruiting performers that include the likes of Saint Vincent, Nelly Furtado, Ad-Rock, and Ira Glass to collaborate on original pieces with 10 color guard teams from across the US and Canada, Contemporary Color is a beautifully filmed snapshot of a one-of-a-kind live event.","In the summer of 2015, legendary musician David Byrne staged an event at Brooklyn's Barclays Center to celebrate the art of Color Guard: synchronized dance routines involving flags, rifles,...",Documentary|Music,tt5258306,97,p3xvU1qqUwg,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Contemporary-Color-Movie-Poster.jpg,"Bill Ross IV","Simon Bennett","Christian Delmotte"
"The Ballad of Lefty Brown",2017,"When cowboy Lefty Brown witnesses the murder of his longtime partner, the newly-elected Senator Edward Johnson. He strikes out to find the killers and avenge his friend's cold-blooded murder. Tracking the outlaws across the vast and desolate Montana plains, Lefty stumbles across a young wannabe gunslinger, Jeremiah, and an old friend, a former hard-drinking pal turned U.S. Marshall, to help deliver the men to justice. After a gunfight with the outlaws leaves Jeremiah wounded, Lefty returns home with the names of Johnson's killers only to find that he is being accused of his friend's murder by the governor. With the tables turned Lefty must evade the law, get the Marshall to stop drinking again, and prove his innocence by exposing the powerful men ultimately responsible for Johnson's death.","A thrilling and action-packed Western, The Ballad of Lefty Brown is a story about loyalty, friendship, and the relentless pursuit of justice.",Western,tt4400994,111,Sv2khM97ylU,6.2,https://hydramovies.com/wp-content/uploads/2018/04/The-Ballad-of-Lefty-Brown-Movie-Poster.jpg,"Jared Moshe","Jared Moshe","Bill Pullman|Peter Fonda|Stephen Alan Seder"
"In the Family",2011,"In the town of Martin, Tennessee, Chip Hines, a precocious six year old, has only known life with his two dads, Cody and Joey. And a good life it is. When Cody dies suddenly in a car accident, Joey and Chip struggle to find their footing again. Just as they begin to, Cody's will reveals that he named his sister as Chip's guardian. The years of Joey's acceptance into the family unravel as Chip is taken away from him. In his now solitary home life, Joey searches for a solution. The law is not on his side, but friends are. Armed with their comfort and inspired by memories of Cody, Joey finds a path to peace with the family and becomes closer to his son.","When his partner Cody dies in a car accident, Joey learns that their son, Chip, has been willed to Cody's sister. In his now solitary home life, Joey searches for a solution. The law is not on his side, but friends are.",Drama|Romance,tt1845804,169,-ECpRYBYEt8,7.1,https://hydramovies.com/wp-content/uploads/2018/04/In-the-Family-Movie-Poster.jpg,"Patrick Wang","Patrick Wang","Patrick Wang|Sebastian Banes|Trevor St. John"
"Blade of the Immortal",2017,"Manji, a highly skilled samurai, becomes cursed with immortality after a legendary battle. Haunted by the brutal murder of his sister, Manji knows that only fighting evil will regain his soul. He promises to help a young girl named Rin avenge her parents, who were killed by a group of master swordsmen led by ruthless warrior Anotsu. The mission will change Manji in ways he could never imagine - the 100th film by master director Takashi Miike.","Manji, a highly skilled samurai, becomes cursed with immortality after a legendary battle. Haunted by the brutal murder of his sister, Manji knows that only fighting evil will regain his soul. He promises to help a young girl named Rin avenge her parents, who were killed by a group of master swordsmen led by ruthless warrior Anotsu. The mission will change Manji in ways he could never imagine - ...",Action|Drama,tt5084170,140,exLJtcfxKHg,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Blade-of-the-Immortal-Movie-Poster.jpg,"Takashi Miike","Hiroaki Samura","Hana Sugisaki|Sôta Fukushi|Takuya Kimura"
"Batman: Gotham by Gaslight",2018,"In an age of mystery and superstition, how would the people of Gotham react to a weird creature of the night, a bat-garbed vigilante feared by the guilty and the innocent alike? The very first Elseworlds tale re-imagines the Dark Knight detective in Victorian times and pits him against the infamous murderer Jack the Ripper.","In an alternative Victorian Age Gotham City, Batman begins his war on crime while he investigates a new series of murders by Jack the Ripper.",Action|Adventure|Animation|Crime|Fantasy,tt7167630,78,R7FuOmlAO1k,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Batman-Gotham-by-Gaslight-Movie-Poster.jpg,"Sam Liu","James Krieg","Bruce Greenwood|Jennifer Carpenter"
"Darkest Hour",2017,"During World War II, as Adolf Hitler's awesomely powerful Wehrmacht rampages across Europe, the Prime Minister of the United Kingdom, Neville Chamberlain, is forced to resign, recommending Winston Churchill as his replacement. But even in his early days as the country's leader, Churchill is under pressure to commence peace negotiations with the German dictator or to fight head-on the seemingly invincible Nazi regime, whatever the cost. However difficult and dangerous his decision may be, Churchill has no choice but to shine in the country's darkest hour.","In May 1940, the fate of Western Europe hangs on British Prime Minister Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean a humiliating defeat for Britain and its empire.",Biography|Drama|History|War,tt4555426,125,LtJ60u7SUSw,7.4,https://hydramovies.com/wp-content/uploads/2018/04/Darkest-Hour-Movie-Poster.jpg,"Joe Wright","Anthony McCarten","Gary Oldman|Kristin Scott Thomas|Lily James"
"The Pirates of Somalia",2017,"In 2008, rookie journalist Jay Bahadur forms a half-baked plan to embed himself among the pirates of Somalia. He ultimately succeeds in providing the first close-up look into who these men are, how they live, and the forces that drive them.","In 2008, rookie journalist Jay Bahadur forms a half-baked plan to embed himself among the pirates of Somalia. He ultimately succeeds in providing the first close-up look into who these men ...",Biography|Drama,tt5126922,116,trFQOslCa6U,6.8,https://hydramovies.com/wp-content/uploads/2018/04/The-Pirates-of-Somalia-Movie-Poster.jpg,"Bryan Buckley","Bryan Buckley","Al Pacino|Evan Peters|Melanie Griffith"
